Quick! Reply in the next two days before this opportunity expires.	快！在此机会过期前两天内回复。
Thanks again,	再次感谢，
Warmly,	温暖地，
3 easy steps to connect to a doctor on your mobile or desktop	3个简单的步骤连接到您的手机或桌面上的医生
Log in to your HealthTap account and select the	登录到您的HealthTap帐户，然后选择
"Ask Docs"	"请求医生"
tab	标签
and get unlimited, immediate doctor consults 24/7	并获得全天24小时无限制的，即刻的医生咨询，
(advice/prescription/checklists, and more!)	（建议/处方/清单，等等！）
Answer a few easy questions to help the doctors provide you with better care, then select	您需要回答一些简单的问题，以帮助医生为你提供更好的护理，然后进行选择
Video, Voice	视频，语音
Text chat.	文字聊天。
You'll be immediately connected with a doctor.	您将立刻连接到一位医生。
It's that easy!	太简单了！
Don’t miss out on HealthTap Prime, our new special service that connects you with top doctors via video or text chat 24/7, for free for 30 days. This special offer is for a limited time only! Start your free trial today and get unlimited 1-on-1 doctor advice, prescriptions, personalized reminders, and much more!	不要错过HealthTap 的黄金会员，我们新的特殊服务，连接您和顶级医生全天24小时通过视频或文字聊天，免费期限为30天。这个特别优惠有时间限制！从您的免费试用期开始，您将获得无限的1对1的医嘱、处方、个性化的提醒和更多！
We’re delighted to offer you a	我们很高兴为您提供一个
our new special service that connects you and your loved ones with a top doctor via video or text chat anytime, anywhere.	我们的新的特别服务，将随时随地连接您和您的亲人与顶级医生通过视频或文本聊天。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you’ve already asked a doctor a question on HealthTap, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您已经在HealthTap上询问了关于医生咨询平台，在有限的时间里，我们只能独家为您提供这个，（不可转让）。立即注册，开始免费试用。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you’ve already been such a valued user of HealthTap, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您已经在HealthTap上询问了关于医生咨询平台，在有限的时间里，我们只能独家为您提供这个，（不可转让）。立即注册，开始免费试用。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you’ve kindly thanked a HealthTap doctor for answering your question, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您已经在HealthTap上感谢了医生回答了您的问题，在有限的时间里，我们只能独家为您提供这个，（不可转让）。立即注册，开始免费试用。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you’ve kindly thanked many of our HealthTap doctors for answering your questions, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您已经在HealthTap上感谢了医生回答了您的问题，在有限的时间里，我们只能独家为您提供这个（不可转让）。立即注册，开始免费试用。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you’ve thanked a HealthTap doctor for saving your life, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您已经在HealthTap上感谢了医生挽救了您的生命，在有限的时间里，我们只能独家为您提供这个（不可转让）。立即注册，开始免费试用。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you are a valuable HealthTap user, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您是我们良好的HealthTap用户，在有限的时间里，我们只能独家为您提供这个（不可转让）。立即注册，开始免费试用。
Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! Because you’ve already asked to get a faster answer to your pressing health question, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable) so you can get instant advice from one of our top doctors. Sign up today to start your free trial.	准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！由于您是我们良好的HealthTap用户，在有限的时间里，我们只能独家为您提供这个（不可转让）所以您可以从我们顶级的医生即时的得到意见。立即注册，开始免费试用。
“The doctor can see you now...on your iPhone,” said CNBC. Ready to have a health experience that will delight you? Get unlimited advice, prescriptions, and reminders for 30 days for free! To thank you for your interest in HealthTap, for a limited time we’re thrilled to give you this exclusive offer that’s just for you (not transferable). Sign up today to start your free trial.	“医生可以看到您...在您的iPhone上，”CNBC说。准备一个您会喜欢的健康体验？30天内免费获得无限制的建议，处方和提醒！为了感谢您对于HealthTap的兴趣，在有限的时间里，我们只能独家为您提供这个（不可转让）。立即注册，开始免费试用。
thanked you for your	感谢您的
to their private message.	他们的私人消息。
Continue to provide great answers to help increase your DocScore and distinguish yourself as a leading expert in your community.	请您继续提供好的回答来帮助增加你的Docscore和作为你的社区专家的区分度。
Thanks for Thanking our Doctors - they really appreciate it!	谢谢您感谢我们的医生 - 他们真的很感激！
If you had a great experience please rate our mobile apps here:	如果您有一个很好的体验，请在这里评价我们的移动应用程序：
If you have any suggestions or feedback please reply to this email with your comments.	如果您有任何建议或反馈，请回复此电子邮件与您的意见。
Thanks for letting us know what you think,	感谢您告诉我们您的想法，
thanked you for your post,	感谢您的帖子，
thanked you for your tip on	感谢您的小贴士
thanked you for answering a	感谢您回答了一个
Continue publishing great posts to help increase distinguish yourself as an expert in your community.	请您继续发布好的公告，以帮助增加自己作为社区专家的区分度。
Continue to provide great tips and answers to help distinguish yourself as an expert in your community.	请您继续提供良好的小贴士和回答，以帮助增加自己作为社区专家的区分度。
Details:	详细信息：
SYOP Interested: yes	STOP兴趣：是的
SYOP LEAD: Landing Page	SYOP LEAD: 登录页面
Expert name:	专家姓名：
SYOP LEAD: Concierge Application	SYOP LEAD: Concierge应用
Pricing Package Selected:	选择的价格套餐：
Story Submitted:	提交的故事：
, wants to follow you on HealthTap because they are interested in your practice and clinical expertise.	，想在HealthTap上追随您是因为他们对于您的实践和临床经验有很大的兴趣。
Sign up now to see your new follower. We look forward to welcoming you to HealthTap!	立即注册，查看您的新关注者。我们期待着您来HealthTap！
All the best	祝一切顺利
Since you’ve asked the question	因为您问了问题，
, we’ve received several new related questions and answers that you may find helpful. Take a look:	，我们已经收到了一些新的相关的问题和答案，可能会对您有帮助。看一看：
We know it’s important to stay up-to-date on the health information that matters most to you.	我们知道保持最新的健康信息的更新对您来说是最重要的。
At HealthTap, you get more than just answers to personal health questions; you get relevant trustworthy knowledge you can use.	在HealthTap，您得到的答案远比个人的健康问题要多，您得到相关的可靠的知识都可以被使用。
 to discover related answers, explore relevant topic pages or even follow a doctor who specializes in health subjects that you are most interested in.	 发现相关的答案，探索相关的主题页面，或者甚至关注一个专门从事您最感兴趣的健康主题的医生。
Sign into HealthTap today	立刻登录HealthTap
 to find the information you need from the doctors you trust – they can’t wait to help you!	 您需要向您信任的医生寻求信息－他们迫不及待地想要来帮助您。
Come back to 	回到 
Sincerely,	真诚地，
We've received your question, thanks!	我们已收到您的问题，谢谢！
You asked:	您提问的：
So you’re probably thinking,	所以您可能在想，
“What happens now?”	“现在会发生什么？"
Well your question has been sent to tens of thousands of U.S. licensed doctors, but please be patient. With our recent rapid growth worldwide, new questions are pouring in every second. Don’t fret, the doctors in our network and the HealthTap team are hard at work to provide you with trusted, high-quality answers.	您的问题已被发送给成千上万的美国认证的医生，请您只管耐心。随着我们最近在世界范围内的快速增长，新的问题在每一秒都在涌入。您无需担心，在我们网络医生和咨询平台的团队正在努力工作，为您提供值得信赖的、高质量的答案。
other answers »	其他解答 »
If these questions provide the information you’re looking for, great! If not, we encourage you to	如果这些问题可以提供您正在寻找的信息，那太棒了！如果没有，我们鼓励您
pay it forward and	付款并
browse relevant topics	浏览相关主题
invite your friends	邀请您的好友
while you wait.	当您等待时
Thanks again and happy tapping,	再次感谢并祝您点击快乐，
said:	说道：
We hope you find this information helpful!	我们希望这些信息对您有所帮助！
sent you a post from HealthTap.	从HealthTap向您发送了一条帖子。
HealthTap provides health information and answers from thousands of doctors licensed in the United States. Anytime. Anywhere.	HealthTap提供健康信息，并成千上万的从美国执照医生那获得答案。任何时间。任何地点。
For free.	免费。
To see the message,	查看信息，
now.	现在。
To your health!	为您的健康！
see attachment	查看附件
 please reply with unsubscribe	 请回复以取消订阅
Comprehensive expert compensation report	全面的专家薪酬报告
Have fun with the report. Please get Karan any/all of the following to show your appreciation: 	有乐趣的报告。请获得Karan以下任何的/所有的，以表示您的赞赏： 
Customers  .	顾客  .
Thank you for helping others as a HealthTap Scholar.	谢谢您作为一名HealthTap学者对他人的帮助。
Here's a summary of your activity last week:	以下是您上周的活动摘要：
Your Weekly Summary	您的每周总结
Your Activity on Questions	在问题中您的活动
Questions returned	返回问题
since last week	自从上周以来
Questions deleted	已删除问题
Your Activity on Answers	在解答中您的活动
Answers agreed	解答已同意
Answers featured	解答已特写
Review Questions	回顾问题
Review Answers	评论答案
As a Scholar you are among the top doctors on HealthTap, and play a vital role in our community as a key contributor and as an "expert among experts."	作为一名学者，您是HealthTap的顶级医生之一，并在我们的社区作为主要贡献者和“专家专家”发挥至关重要的作用。
Maintain your status as a Scholar	保持您作为学者的身份
Dr. Geoffrey Rutledge, M.D., Ph.D.	Geoffrey Rutledge医生, M.D., Ph.D.
drrutledge@healthtap.com	DrRutledge@healthtap.com.
Hello,	您好，
I'm always trying to improve patient-care and provide a better experience for you. As my patient, I value your health and well-being, and would really appreciate you spending 2 minutes to share your thoughts on my practice and your overall health.	我一直在努力提高对于患者的护理，并为您提供更好的经验。作为我的患者，我看重您的健康和幸福，并感谢您花2分钟来真正分享我的做法和您整体健康的想法。
Thank you,	谢谢您，
Reporter	报告
Reason	理由
Reported Person	报告人
Reported Content	报告内容
Reason:	理由：
Reported:	报告：
Welcome to HealthTap, your new interactive Medical Home,	欢迎来到HealthTap，您的新互动医疗之家，
where you can get broad recognition for your expert knowledge (by effortlessly distributing the content you create via social media),	在这里，您可以为您的专家知识获得广泛的认可（毫不费力地分配您通过社交媒体创造的内容），
find new patients and grow your practice, and reduce your costs while improving the quality of care.	寻找新的患者，并增加您的实践，降低成本，同时提高护理质量。
Get started in 3 simple steps:	从3个简单的步骤开始：
Confirm your account:	确认您的账户：
2. Complete your registration by updating your public profile and entering 3 simple Answers or Tips to become a Featured Medical Expert	2.您可以通过更新您的公众形象完成您的注册和提供个3简单的答案或小贴士成为特色医疗专家。
3. Advance your online reputation and improve the quality of care by entering additional Answers and Tips to your Medical Home	3.您需要提高您的在线声誉和护理质量，通过额外的答案和小贴士，优化您的医疗家园。
Here's more information:	这里有更多的信息：
1. Confirm your account details here:	1.在这里确认您的账户详细信息：
Please note: Registration requires a photo (under 4MB) for your HealthTap profile.	请注意：注册您的HealthTap个人资料需要照片（4MB以下）。
If you do not have one available, please select one from our gallery.	如果您没有合适的，请从我们的图库中选择一个。
Real photos help build credibility and trust with users.	真实照片有助于提高可信度和获得用户的信任。
2. Complete Your Registration	2.完成注册
by Updating Your Profile and Answering three or more Questions	通过更新您的个人资料以及回答三个或更多问题
It's fast and simple to update your interactive Medical Home on HealthTap and be recognized by patients in your town and nationwide.	在HealthTap上更新您的交互式医学家园是快速和简单的，也可以被更多患者广为人知。
Getting started as a Medical Expert is easy: just post 3 or more short Answers (which can be as brief as a sentence or two – you can edit or delete them at any time)	一开始作为一个医学专家是很容易的：只需张贴3张或更多的简短的答案（这可能是简短的一句或两句，您可以在任何时间编辑或删除它们）
then complete your registration by updating the information on your Medical Home - select "Medical Home" from your home page and add your personal information to the About section.	然后完成您的注册，通过从您的主页更新您的医疗主页上的信息-选择“医疗主页”，并添加关于您个人信息的部分。
You have full control over everything you share on HealthTap and can use your insights in your	您对于在HealthTap上公开的一切都有权控制，并且可以使用您的见解在您
own blog, website, and in other publications. You can automatically syndicate your posts on other	自己的博客，网站和其他出版物。您可以自动将您的帖子加入其他
social media platforms. Our staff would be happy to set up professional Facebook or Twitter	社交媒体平台。我们的工作人员将很乐意为您设置专业的Facebook或Twitter
accounts for you (for free).	帐户（免费）。
3. Advance your online reputation	3.提高您的线上声誉
by adding simple Answers and Tips	通过添加简单的解答和小贴士
Advance your online and social media reputation by sharing your answers and Tips on HealthTap.	通过在HealthTap上公开您的回答和小贴士来提高您的在线声誉和公众医学名望。
For a limited time, our most prolific contributors can achieve Founding Expert status and be prominently featured on our founding experts page.	在有限的时间内，我们最丰富的贡献者可在我们的创始专家页实现创始专家的地位，并突出特色。
Additionally, to appear as a Featured (5+ answers), Notable (25+ answers), or Leading (50+ answers) Expert,	此外，以出现作为一个精选（5 +答案），显着（25 +答案），或领先（50 +答案）的专家，
simply provide more quality responses to questions and add more Tips on HealthTap.	仅仅需要给问题提供更多专业的回答，在HealthTap上增加更多的小贴士
All Answers and Tips you post will link back to your Medical Home Page. You can broaden your visibility by contributing more content,	您发布的所有答案和小贴士都将链接到您的医疗首页。您可以通过提供更多内容来拓展您的知名度，
which will also help new patients find you. Your Medical Home can also serve as a valuable resource for your existing patients, before and between visits.	这也将帮助新的患者找到您。在您访问之前和访问之间，医疗中心也可以作为您现有患者的宝贵资源。
We're here to help	我们在这里为您提供帮助！
If you have any questions, or if you would like any assistance getting started, email	如果您有任何问题，或者您想要得到任何帮助，请给我们发送邮件
or call us at (650) 644-1833. Our medical and technical staff are standing by to help at anytime.	或拨打电话(650) 644-1833。我们的医疗和技术人员随时等待帮助您。
Alan	Alan
Alan Greene, MD, FAAP	Alan Greene, MD, FAAP
HealthTap Medical Director and Physician Community Lead	HealthTap医学主任和医师社区领导
https://www.healthtap.com/expertnetwork	https://www.healthtap.com/expertnetwork
Thanks for using HealthTap – we hope you've had an amazing experience so far! We're hard at work to make sure that you enjoy a real 5-star experience.	感谢使用HealthTap，我们希望您有个开心的体验！我们正在努力工作，以保证您享受真正的5星级体验。
Give us 5-stars!	给我们5星！
If HealthTap has been helpful to you in your search for trusted health information, we'd appreciate you helping others who need us find us like you did by	如果HealthTap在您搜索可信健康信息时有所帮助，我们非常感谢您帮助其他人找到我们通过
rating HealthTap highly on iTunes App Store.	在iTunes App Store上高度评价HealthTap。
rating HealthTap highly on Google Play.	在Google Play上高度评价HealthTap。
It only takes a few seconds to submit your rating, and positive reviews would help others try HealthTap and get the same great service you did.	将不会花您很多时间给我们评级，积极的评论将有助于其他人尝试HealthTap并得到同样好的的服务。
Have feedback?	有反馈吗？
If you you have some direct feedback on where we can improve even more  - please feel free to reply to this email - as we're very committed to constantly providing a better service to our users and will welcome your suggestions.	如果您觉得我们有可以改进的地方，请随时回复此电子邮件，因为我们致力于不断地为我们的用户提供更好的服务，并欢迎您的建议。
★★★★★ Rate HealthTap 5-stars today »	★★★★★ 立刻给HealthTap 5星好评 »
Many thanks and wishing you good health and smiles,	非常感谢并祝您身体健康和天天开心，
We know you’ve been waiting a while for an answer to your question, and we’d like to thank you for your patience. We just want to let you know that not all questions on HealthTap receive answers. A question is likely to go unanswered if it lacks detail, the question is unclear, or if it contains terms with which the doctors are not familiar. We are writing to let you know that your question is much more likely to receive a response if you improve it by editing or resubmitting it.	我们知道您为了回复已经等了一段时间，感谢您的耐心等待。我们只是想让您知道不是所有在HealthTap的问题都能得到答案。如果一个问题不详细，问题不清楚，或者如果包含了医生不熟悉的术语，那么这个问题可能不会得到答复。我们致函让您知道，如果您通过编辑或重新提交问题来改进问题，您的问题将更有可能收到回复。
We encourage you to look at relevant information for your question and use it to improve your question. You’ll find an amazing amount of questions and existing answers on HealthTap.	我们鼓励您查看您的问题的相关信息来改善您的问题。您会在HealthTap上找到大量的问题和现有答案。
See Similar Questions and discover related topics:	查看相似的问题并发现相关主题：
With our huge database of questions and health topics, chances are you’ll find something similar. We encourage you to look through similar questions to find the answer you’re looking for.	有了我们庞大的问题和健康主题数据库，您会发现类似的情况。我们鼓励您通过寻找类似问题找到您想要的答案。
After you review similar content, we suggest you	在您查看类似的内容后，我们建议您
to add enough detail to make it meaningful, answerable, and easy to understand. Please remember to only ask about one topic in your question, and double-check your spelling and grammar.	通过添加更多的细节使问题更有意义，可被答复并简单易懂。请记住只询问您的问题中的一个主题，并仔细检查您的拼写和语法。
Thanks for editing your question! We know it will help us find you the answer you’re seeking.	谢谢您编辑您的问题！我们知道这将帮助我们找到您寻找的答案。
We know you’re still waiting on an answer and want to thank you for your patience. Our doctors are still working overtime to answer the questions pouring in from across the globe. We really want to help you find the answer you’re looking for and we encourage you to take one of the following actions to improve your chance of finding a great answer from a top doctor:	我们知道您还在等待答案，感谢您的耐心等待。我们的医生仍在加班，以回答来自全球各地的问题。我们真的想帮助您找到您想要的答案，我们鼓励您采取以下行动之一从而提高您从专家医生那得到答案的机会：
Review Similar Content:	回顾相似的问题：
With our huge database of millions of questions and answers from leading doctors, chances are you’re likely to find similar questions that already have great answers from multiple doctors, that were peer reviewed by other doctors too!	有了我们庞大数百万的问题和医生给出答案的数据库，您很可能找到类似的问题并且已有多个医生由其他医生同行评审的答案！
See related topics »	查看相关主题 »
Did the content on these pages answer your question?	这些网页上的内容是否能解答您的问题？
Edit your question:	编辑您的问题：
If you don’t find an answer you’re 100% happy with by looking at similar questions on HealthTap, feel free to edit and improve your question.  Our doctors are able to select which questions to answer, and may skip questions that aren’t answerable, clear, and/or detailed.  Ways to improve your question include: add enough detail to make it meaningful, answerable, and easy to understand; ask about just one topic in your question; and double-check your spelling and grammar.	如果您通过看HealthTap上的类似问题没有找到100％满意答案，请随时修改和改进您的问题。我们的医生能够选择回答哪些问题，可能会跳过很难回答，不清晰和/或不详细的问题。改善您的问题的方法包括：添加足够的细节使其有意义，可回答和易于理解; 只问一个和问题相关的主题; 并仔细检查您的拼写和语法。
Expedite for only $0.99:	加速只需$ 0.99：
If you’d like to get your question answered faster, you can also donate 99 cents to charity and we’ll give your questions a higher priority.	如果您想更快地得到答案，您可以捐赠99美分给慈善机构，我们会给您的问题更高的优先权。
Thanks for asking!	谢谢提问！
As you know, our doctors are currently working through many great questions from millions of people everywhere. We really want to help you find the answer you’re looking for so we encourage you to take one of the following actions to get a great answer from a top doctor faster:	如您所知，我们的医生目前正在处理来自数百万人的问题。我们真的想帮助您找到答案，所以我们鼓励您采取以下行动之一以更快地从顶级医生得到答案：
With our huge database of millions of questions and answers from leading doctors, chances are you’re likely to find similar questions that already have great answers that were even peer reviewed by other doctors!	有了我们庞大数百万的问题和医生给出答案的数据库，您很可能找到类似的问题并且已有多个医生由其他医生同行评审的答案！
With new answers created every second, we encourage you to check out other answers that our system thinks are similar to yours.	每一秒都会新的答案，我们鼓励您查看系统认为与您类似问题的其他答案。
Thanks for your patience!	谢谢您的患者！
and distinguish yourself as a leading expert in your community.	并将自己区分为您所在社区的领先专家。
ExpertSupport@healthtap.com	ExpertSupport@healthtap.com
If you would like to know more about finding patients in your area, we'd be happy to help! Please contact us directly at 	如果您想了解更多关于您所在地区的患者信息，我们很乐意为您提供帮助！请直接联系我们通过 
A HealthTap user is waiting for an answer to this question on a topic we thought might interest you:	HealthTap用户正在等待我们认为您可能感兴趣的主题的问题的回答：
As always, please send any questions, comments or feedback to 	与往常一样，请发送任何问题，意见或反馈 
Reaching out to members in your area is a great way to find new patients and gain recognition in your community. Connecting with local patients on HealthTap will provide you the opportunity to suggest an in person appointment, and will allow you to keep track of their health and wellbeing.	接触您所在地区的会员是找到新患者并在您的社区获得认可的好方法。在HealthTap上与当地患者联系将为您提供面对面给别人建议的机会，并允许您跟测他们的健康。
It appears your HealthTap profile is still incomplete. You can quickly add to it gain and even more visibility in front of millions of patients and colleagues who are looking for your expertise on all mobile devices and web channels.	这里显示您的HealthTap档案仍然不完整。您可以快速添加它获得，甚至更多的可见性在数百万移动设备和网络渠道上寻求您的专业知识的患者和同事面前。
If you have any questions about how to improve your DocScore, we'd be happy to help! Please contact us directly at 	如果您有任何关于如何提高您的DocScore的问题，我们很开心能够帮助您！请直接联系我们通过 
If you wish to no longer receive this kind of email from HealthTap, please just	如果您不喜欢收到任何来自HealthTap的此类邮件，
let us know.	请告诉我们。
We’re excited to share that starting today you’re qualified to get our Premier services of faster answers and longer questions for free!	我们很开心地通知您，从今天起，您有资格免费获得我们的黄金会员服务以得到更快的答案和更长的问题
Share HealthTap with loved ones and friends and get our “Premier” status while helping them access the best doctors and most trusted health information.	与亲人和朋友分享HealthTap，获得我们的“黄金会员”身份，同时帮助他们访问最好的医生和最可信的健康信息。
When 3 of your loved ones or friends sign up to HealthTap, we’ll show our appreciation with a free	当您的三个亲人或朋友注册HealthTap，我们将我们的感谢您并且您有一次免费咨询的机会。
expedited answer	快速答复
(faster response) or	(更快的回复) 或
50 extra characters	50个额外字符
for your question!	为您的问题！
When 10 of your friends sign up to HealthTap, we’ll show even more appreciation with a	当十个您的亲人或朋友注册HealthTap，我们将感谢您并且您
month of unlimited questions	一个月内将有无限咨询的机会。
with expedited answers or 50 extra characters!	更快的获得答案或有50个额外字符。
Getting Premier Status is easy: all you have to do is invite your friends to HealthTap via email, SMS, Facebook, Twitter, and Google+  and copy/paste the following unique link into the invitation:	获取黄金会员身份很简单：您只需通过电子邮件，短信，Facebook，Twitter和Google+邀请朋友加入HealthTap，并将以下链接复制/粘贴到邀请中：
By sharing HealthTap with loved ones and friends, you can get faster, more detailed answers from our doctors and help make our world a healthier, happier place.	通过与亲人和朋友分享HealthTap，您可以从我们的医生获得更快，更详细的答案，并帮助使我们的世界变成更健康，更快乐的地方。
ASK A QUESTION TODAY!	立刻询问一个问题
Boost your DocScore, build more patient loyalty, and serve your patients better by inviting them to join you on HealthTap.	通过邀请他们加入您的HealthTap，提高您的DocScore，建立更多的患者忠诚度，更好地为您的患者服务。
You have a special opportunity to send real-time practice updates to your patients on HealthTap and get appointment requests online. Additionally we will notify you when your patients ask questions on HealthTap so you can stay up-to-date on their Health Activity and provide them with meaningful answers.	您有特殊的机会在HealthTap上向您的患者发送实时实践更新，并在线获取预约请求。此外，当您的患者在HealthTap上提出问题时，我们会通知您，以便您可以及时了解他们的健康活动并提供有意义的答案。
If you have any questions about inviting and interacting with your patients on HealthTap, we'd be happy to help! Please contact us directly at 	如果您有任何关于在HealthTap上邀请并与您的患者互动的问题，我们很乐意帮助您！请直接联系我们通过 
We suggest changing the password to your own in your	我们建议您一登入账户就将密码
as soon as you log into your account. If you would like additional assistance accessing HealthTap, please contact HealthTap Support at support@healthtap.com.	更改为自己的密码。如果您有任何额外的帮助进入HealthTap, 请联系HealthTap。具体信息在support@healthtap.com
Trending questions	热门问题
Colleagues you may know	您可能知道的同事
Add to network	添加到网络
News for you	为您的新闻
New questions for you	为您的下一个问题
total	总共
Your Network Activity This Week	本周您的网络活动
Your DocScore	您的DocScore
Your shared insights	您分享的见解
Peer review	同行评议
here's your week in review	这里是您的周检查
Let’s get you set up to see your patients virtually. "It's easy; the first step is to take the quick self-guided training tutorial; It only takes a few minutes. "	让我们设置怎样虚拟地看到您的患者。这很容易; 第一步是看快速自我指导训练教程; 它只需要几分钟。“
Note: the self-guided tutorial is only available on your computer web browser.	注意：自学教程仅在您的电脑网络浏览器上可用。
Have questions? Want more support? We'd love to help!	有问题吗? 想要更多支持？我们很乐意帮助！
Best,	最好的，
Dr Damian Tomic	Damian Tomic医生
Clinical Director Primary and Integrated Care	临床主任和综合护理
